shop_id,shop_name,branch_name,file_dt
32,Robert,Udon Thani,2026-01-05
8,James,Chiang Mai,2026-01-05
31,Charles,Hat Yai,2026-01-05
132,James,Udon Thani,2026-01-05
138,Nicholas,Phuket,2026-01-05
111,Charles,Chonburi,2026-01-05
9,Thomas,Ayutthaya,2026-01-05
83,Nicholas,Hat Yai,2026-01-05
88,William,Bangkok,2026-01-05
84,Nicholas,Chiang Mai,2026-01-05
98,James,Chonburi,2026-01-05
118,William,Pattaya,2026-01-05
136,Jacob,Bangkok,2026-01-05
51,David,Khon Kaen,2026-01-05
42,Matthew,Nakhon Ratchasima,2026-01-05
116,Jacob,Chiang Mai,2026-01-05
96,Robert,Bangkok,2026-01-05
104,Jacob,Chiang Mai,2026-01-05
27,Daniel,Udon Thani,2026-01-05
66,Benjamin,Chiang Mai,2026-01-05
112,Charles,Chonburi,2026-01-05
40,Jacob,Pattaya,2026-01-05
119,Andrew,Chiang Mai,2026-01-05
102,Andrew,Pattaya,2026-01-05
20,Nicholas,Phuket,2026-01-05
79,William,Phuket,2026-01-05
117,David,Hat Yai,2026-01-05
69,Ethan,Ayutthaya,2026-01-05
145,Jacob,Udon Thani,2026-01-05
137,Matthew,Chonburi,2026-01-05
52,Christopher,Khon Kaen,2026-01-05
34,Jacob,Udon Thani,2026-01-05
31,Benjamin,Phuket,2026-01-05
54,Charles,Chiang Mai,2026-01-05
77,John,Udon Thani,2026-01-05
65,Charles,Hat Yai,2026-01-05
92,Ryan,Phuket,2026-01-05
69,Joseph,Khon Kaen,2026-01-05
74,Jacob,Ayutthaya,2026-01-05
102,Daniel,Pattaya,2026-01-05
16,Ethan,Phuket,2026-01-05
11,Joseph,Nakhon Ratchasima,2026-01-05
93,Matthew,Chiang Mai,2026-01-05
68,Matthew,Pattaya,2026-01-05
147,William,Chonburi,2026-01-05
18,David,Khon Kaen,2026-01-05
5,Alexander,Ayutthaya,2026-01-05
149,Ryan,Hat Yai,2026-01-05
121,David,Ayutthaya,2026-01-05
45,Jacob,Ayutthaya,2026-01-05
140,James,Pattaya,2026-01-05
94,Benjamin,Udon Thani,2026-01-05
108,William,Khon Kaen,2026-01-05
100,Jacob,Nakhon Ratchasima,2026-01-05
34,David,Khon Kaen,2026-01-05
82,Daniel,Ayutthaya,2026-01-05
93,Joseph,Ayutthaya,2026-01-05
4,Robert,Nakhon Ratchasima,2026-01-05
136,Benjamin,Udon Thani,2026-01-05
19,Andrew,Khon Kaen,2026-01-05
128,Nicholas,Khon Kaen,2026-01-05
113,William,Pattaya,2026-01-05
29,Andrew,Bangkok,2026-01-05
88,John,Bangkok,2026-01-05
127,Ryan,Phuket,2026-01-05
62,Christopher,Hat Yai,2026-01-05
14,Michael,Ayutthaya,2026-01-05
76,James,Udon Thani,2026-01-05
101,Charles,Bangkok,2026-01-05
49,Andrew,Chiang Mai,2026-01-05
131,John,Hat Yai,2026-01-05
35,David,Chiang Mai,2026-01-05
133,David,Pattaya,2026-01-05
53,David,Nakhon Ratchasima,2026-01-05
78,Benjamin,Chiang Mai,2026-01-05
7,Benjamin,Chiang Mai,2026-01-05
73,Charles,Udon Thani,2026-01-05
54,Jacob,Hat Yai,2026-01-05
107,Charles,Udon Thani,2026-01-05
68,Thomas,Chiang Mai,2026-01-05
142,Matthew,Pattaya,2026-01-05
137,Charles,Pattaya,2026-01-05
22,Benjamin,Khon Kaen,2026-01-05
64,David,Hat Yai,2026-01-05
71,Jacob,Pattaya,2026-01-05
64,John,Chonburi,2026-01-05
117,James,Nakhon Ratchasima,2026-01-05
81,Joseph,Udon Thani,2026-01-05
110,Joseph,Chonburi,2026-01-05
99,Michael,Chiang Mai,2026-01-05
99,Daniel,Udon Thani,2026-01-05
113,Ryan,Pattaya,2026-01-05
32,Alexander,Hat Yai,2026-01-05
36,Daniel,Udon Thani,2026-01-05
26,Christopher,Udon Thani,2026-01-05
23,Benjamin,Khon Kaen,2026-01-05
56,Nicholas,Chonburi,2026-01-05
114,Thomas,Udon Thani,2026-01-05
110,Daniel,Udon Thani,2026-01-05
36,Daniel,Pattaya,2026-01-05
106,Thomas,Hat Yai,2026-01-05
39,Andrew,Udon Thani,2026-01-05
58,Ethan,Udon Thani,2026-01-05
138,Robert,Hat Yai,2026-01-05
55,Alexander,Chonburi,2026-01-05
41,Matthew,Chiang Mai,2026-01-05
90,Robert,Pattaya,2026-01-05
113,William,Hat Yai,2026-01-05
43,Thomas,Chiang Mai,2026-01-05
,Charles,Udon Thani,2026-01-05
110,Robert,Chonburi,2026-01-05
