shop_id,shop_name,branch_name,file_dt
65,Daniel,Phuket,2026-01-03
56,Andrew,Hat Yai,2026-01-03
77,Ethan,Chiang Mai,2026-01-03
24,Thomas,Nakhon Ratchasima,2026-01-03
98,Charles,Nakhon Ratchasima,2026-01-03
85,Ryan,Bangkok,2026-01-03
148,Matthew,Udon Thani,2026-01-03
143,John,Udon Thani,2026-01-03
1,Thomas,Pattaya,2026-01-03
58,Robert,Chiang Mai,2026-01-03
86,Alexander,Chonburi,2026-01-03
83,Ethan,Nakhon Ratchasima,2026-01-03
35,Michael,Udon Thani,2026-01-03
97,Thomas,Khon Kaen,2026-01-03
10,Ethan,Pattaya,2026-01-03
101,Michael,Hat Yai,2026-01-03
,John,Nakhon Ratchasima,2026-01-03
53,Benjamin,Chonburi,2026-01-03
37,Andrew,Nakhon Ratchasima,2026-01-03
62,Thomas,Phuket,2026-01-03
51,Michael,Nakhon Ratchasima,2026-01-03
18,Ethan,Ayutthaya,2026-01-03
132,Jacob,Pattaya,2026-01-03
12,Alexander,Hat Yai,2026-01-03
79,Alexander,Bangkok,2026-01-03
149,Ethan,Phuket,2026-01-03
106,Michael,Chonburi,2026-01-03
60,Ethan,Ayutthaya,2026-01-03
150,Benjamin,Chiang Mai,2026-01-03
140,Benjamin,Phuket,2026-01-03
127,Robert,Phuket,2026-01-03
12,Daniel,Bangkok,2026-01-03
4,Andrew,Hat Yai,2026-01-03
102,Ethan,Hat Yai,2026-01-03
122,William,Ayutthaya,2026-01-03
145,William,Ayutthaya,2026-01-03
6,Charles,Udon Thani,2026-01-03
124,John,Hat Yai,2026-01-03
26,Jacob,Udon Thani,2026-01-03
16,Michael,Bangkok,2026-01-03
29,Charles,Chonburi,2026-01-03
66,David,Chiang Mai,2026-01-03
47,Andrew,Chiang Mai,2026-01-03
35,John,Hat Yai,2026-01-03
131,Alexander,Chonburi,2026-01-03
130,Thomas,Pattaya,2026-01-03
110,Robert,Udon Thani,2026-01-03
,Robert,Ayutthaya,2026-01-03
92,Ethan,Phuket,2026-01-03
21,Alexander,Nakhon Ratchasima,2026-01-03
109,David,Chonburi,2026-01-03
39,Ethan,Ayutthaya,2026-01-03
142,David,Khon Kaen,2026-01-03
38,Ryan,Pattaya,2026-01-03
70,Jacob,Chonburi,2026-01-03
48,Nicholas,Udon Thani,2026-01-03
17,David,Phuket,2026-01-03
89,David,Bangkok,2026-01-03
82,Michael,Chonburi,2026-01-03
23,Ethan,Chiang Mai,2026-01-03
141,Ethan,Nakhon Ratchasima,2026-01-03
45,Benjamin,Chonburi,2026-01-03
62,Benjamin,Chonburi,2026-01-03
19,Matthew,Udon Thani,2026-01-03
35,James,Udon Thani,2026-01-03
32,Daniel,Phuket,2026-01-03
52,William,Pattaya,2026-01-03
126,Charles,Phuket,2026-01-03
74,Alexander,Khon Kaen,2026-01-03
55,Michael,Nakhon Ratchasima,2026-01-03
79,Alexander,Chonburi,2026-01-03
67,Robert,Udon Thani,2026-01-03
68,Alexander,Chonburi,2026-01-03
31,Daniel,Khon Kaen,2026-01-03
144,Thomas,Ayutthaya,2026-01-03
100,John,Hat Yai,2026-01-03
133,Christopher,Ayutthaya,2026-01-03
128,Robert,Udon Thani,2026-01-03
48,Charles,Bangkok,2026-01-03
7,Jacob,Nakhon Ratchasima,2026-01-03
30,John,Bangkok,2026-01-03
64,David,Khon Kaen,2026-01-03
72,David,Udon Thani,2026-01-03
81,Andrew,Chiang Mai,2026-01-03
,William,Ayutthaya,2026-01-03
74,Thomas,Bangkok,2026-01-03
136,Thomas,Chonburi,2026-01-03
36,Benjamin,Phuket,2026-01-03
147,Michael,Phuket,2026-01-03
85,Matthew,Chiang Mai,2026-01-03
114,Benjamin,Ayutthaya,2026-01-03
96,Robert,Hat Yai,2026-01-03
95,Ethan,Ayutthaya,2026-01-03
116,Thomas,Khon Kaen,2026-01-03
40,Thomas,Chiang Mai,2026-01-03
96,Christopher,Bangkok,2026-01-03
65,James,Hat Yai,2026-01-03
146,William,Khon Kaen,2026-01-03
99,Joseph,Chonburi,2026-01-03
93,John,Pattaya,2026-01-03
81,Andrew,Ayutthaya,2026-01-03
118,Michael,Chiang Mai,2026-01-03
61,Daniel,Hat Yai,2026-01-03
18,John,Chiang Mai,2026-01-03
33,Matthew,Khon Kaen,2026-01-03
9,James,Chiang Mai,2026-01-03
113,Ethan,Chiang Mai,2026-01-03
10,Andrew,Pattaya,2026-01-03
82,William,Hat Yai,2026-01-03
37,David,Nakhon Ratchasima,2026-01-03
8,Michael,Phuket,2026-01-03
41,Charles,Bangkok,2026-01-03
130,Ethan,Ayutthaya,2026-01-03
132,Andrew,Udon Thani,2026-01-03
94,Alexander,Udon Thani,2026-01-03
104,Matthew,Chonburi,2026-01-03
113,Charles,Hat Yai,2026-01-03
22,Ethan,Hat Yai,2026-01-03
20,Benjamin,Udon Thani,2026-01-03
15,Jacob,Chonburi,2026-01-03
78,William,Bangkok,2026-01-03
71,Joseph,Hat Yai,2026-01-03
112,Joseph,Phuket,2026-01-03
74,Nicholas,Phuket,2026-01-03
91,Joseph,Chiang Mai,2026-01-03
102,Ryan,Udon Thani,2026-01-03
11,Charles,Nakhon Ratchasima,2026-01-03
115,Thomas,Bangkok,2026-01-03
90,Alexander,Chiang Mai,2026-01-03
